payment_id,claim_id,payment_date,payment_amount
916,679,2025-02-22,1221.56
917,680,2023-09-08,430.17
918,680,2023-10-11,91.26
919,680,2023-09-27,903.29
920,682,2022-05-16,864.21
921,682,2022-06-01,430.06
922,683,2022-10-16,2168.25
923,683,2022-11-07,1502.1
924,684,2025-07-10,1818.26
925,684,2025-06-04,1441.71
926,685,2025-07-21,303.69
927,685,2025-08-08,1059.19
928,686,2024-06-18,428.73
929,686,2024-06-27,339.96
930,687,2025-09-11,188.45
931,688,2025-03-21,2678.01
932,689,2023-04-10,33.39
933,689,2023-05-17,254.73
934,690,2025-01-20,2206.66
935,691,2025-11-01,1440.97
936,691,2025-10-28,115.12
937,692,2023-08-14,313.92
938,693,2024-10-25,318.75
939,693,2024-10-16,754.01
940,694,2025-06-25,36.06
941,694,2025-07-07,413.63
942,695,2025-06-10,378.76
943,695,2025-06-28,106.0
944,695,2025-06-19,289.44
945,696,2025-04-27,109.59
946,696,2025-05-12,208.65
947,698,2025-06-28,4154.01
948,699,2025-07-07,752.19
949,700,2025-05-25,413.18
950,700,2025-06-07,884.52
951,701,2025-06-23,129.82
952,701,2025-07-28,584.96
953,702,2025-02-24,774.63
954,703,2023-10-23,1260.78
955,703,2023-10-18,425.78
956,705,2024-07-18,598.02
957,705,2024-07-29,70.12
958,706,2024-06-11,253.09
959,707,2025-01-11,409.32
960,707,2025-01-19,62.22
961,708,2025-04-22,705.83
962,709,2022-01-16,1098.15
963,711,2025-07-31,3993.85
964,711,2025-08-13,239.13
965,713,2025-04-27,396.68
966,714,2022-07-02,1230.82
967,715,2023-09-07,1648.88
968,716,2023-02-13,388.4
969,716,2023-03-02,309.79
970,717,2024-09-14,29.54
971,717,2024-09-15,132.98
972,717,2024-09-20,747.42
973,718,2024-03-04,3038.18
974,719,2024-11-30,1186.52
975,720,2022-10-07,85.28
976,720,2022-10-31,31.03
977,721,2024-01-25,2142.72
978,722,2022-11-09,67.72
979,722,2022-11-30,571.4
980,723,2022-03-26,148.21
981,724,2023-01-06,791.75
982,725,2022-05-25,1632.1
983,726,2022-02-02,45.92
984,726,2022-02-15,93.38
985,727,2022-10-01,494.43
986,728,2022-09-11,370.89
987,728,2022-09-20,311.01
988,729,2024-03-31,2054.16
989,730,2022-03-30,201.77
990,730,2022-04-10,52.18
991,731,2022-02-21,674.0
992,732,2023-02-16,195.2
993,732,2023-02-11,137.03
994,733,2024-03-21,2186.3
995,735,2023-09-16,348.56
996,735,2023-09-29,219.95
997,736,2023-10-24,280.6
998,737,2024-05-10,558.14
999,738,2024-02-29,2826.83
1000,739,2024-02-06,316.81
1001,740,2023-07-06,63.68
1002,740,2023-07-22,1423.69
1003,741,2025-02-17,1055.3
1004,742,2025-08-01,160.81
1005,742,2025-07-30,12.84
1006,743,2023-04-07,1301.18
1007,744,2025-02-27,484.68
1008,745,2021-11-04,267.58
1009,746,2025-04-09,1272.96
1010,747,2023-06-21,557.59
1011,748,2022-05-01,390.52
1012,748,2022-04-13,21.33
1013,750,2025-10-05,619.61
1014,751,2025-03-02,81.23
1015,751,2025-03-19,73.0
1016,751,2025-03-15,85.69
1017,752,2022-03-25,717.59
1018,752,2022-03-13,672.49
1019,755,2024-03-13,31.19
1020,755,2024-03-23,139.17
1021,756,2024-02-01,212.69
1022,757,2021-05-24,153.67
1023,758,2023-06-21,113.14
1024,759,2023-06-28,139.39
1025,760,2022-06-25,185.11
1026,760,2022-05-29,68.14
1027,761,2023-02-01,1531.26
1028,762,2021-07-03,670.7
1029,763,2021-12-19,130.46
1030,763,2021-12-30,44.98
1031,764,2021-03-23,207.02
1032,765,2021-09-11,867.01
1033,766,2025-04-07,409.51
1034,767,2024-09-25,743.54
1035,768,2023-11-30,168.22
1036,769,2024-08-07,0.11
1037,769,2024-08-25,261.14
1038,770,2023-03-21,1459.1
1039,771,2025-08-14,481.49
1040,772,2023-01-08,271.7
1041,773,2024-02-26,109.41
1042,773,2024-03-19,821.14
1043,773,2024-03-19,53.83
1044,774,2023-01-11,542.48
1045,775,2022-10-12,14241.9
1046,776,2023-11-24,786.14
1047,777,2023-07-06,23.23
1048,777,2023-07-24,195.38
1049,778,2022-01-11,455.15
1050,779,2025-03-08,299.23
1051,779,2025-03-30,151.77
1052,779,2025-02-20,744.09
1053,781,2025-03-18,136.99
1054,781,2025-04-16,382.73
1055,783,2021-11-21,394.91
1056,785,2024-12-09,8704.42
1057,786,2024-09-28,198.63
1058,787,2025-01-31,781.65
1059,788,2024-10-05,90.48
1060,788,2024-10-05,437.05
1061,789,2025-07-19,111.8
1062,789,2025-08-06,584.04
1063,790,2023-11-22,367.89
1064,791,2022-07-18,285.42
1065,792,2023-05-16,77.69
1066,792,2023-06-17,79.07
1067,792,2023-04-13,44.47
1068,793,2024-08-26,136.03
1069,793,2024-09-10,51.88
1070,793,2024-08-28,373.52
1071,794,2025-07-11,946.81
1072,794,2025-08-03,688.1
1073,795,2024-06-01,1207.93
1074,796,2024-12-06,315.64
1075,797,2021-09-19,1819.51
1076,798,2025-08-07,842.18
1077,798,2025-08-23,191.2
1078,799,2024-08-26,982.08
1079,800,2023-01-25,17.59
1080,800,2023-02-14,105.83
1081,801,2025-02-11,1545.9
1082,801,2025-03-04,112.55
1083,802,2023-07-04,3290.09
1084,803,2022-05-22,98.27
1085,803,2022-06-14,29.73
1086,803,2022-06-01,401.17
1087,804,2022-05-04,3308.25
1088,805,2021-10-03,357.91
1089,805,2021-10-29,31.63
1090,805,2021-11-07,55.14
1091,806,2023-12-08,116.85
1092,807,2024-04-11,44.9
1093,807,2024-05-14,65.35
1094,807,2024-03-31,54.07
1095,808,2024-06-20,853.65
1096,809,2025-07-26,338.48
1097,810,2024-10-06,339.79
1098,811,2025-01-07,2011.73
1099,812,2025-09-16,311.34
1100,813,2024-01-27,1141.97
1101,813,2024-02-06,620.19
1102,813,2024-02-07,2.44
1103,815,2025-02-16,495.03
1104,816,2025-06-14,3284.25
1105,817,2022-11-13,195.23
1106,817,2022-11-06,5943.51
1107,818,2022-08-08,97.74
1108,818,2022-08-04,386.29
1109,819,2024-09-27,1068.73
1110,819,2024-09-27,215.76
1111,820,2024-03-30,308.45
1112,821,2024-06-09,311.92
1113,822,2025-05-22,517.07
1114,823,2025-09-18,10773.82
1115,824,2021-12-09,288.88
1116,825,2022-10-29,2737.14
1117,826,2024-04-12,570.89
1118,827,2024-09-10,913.81
1119,828,2025-04-07,605.61
1120,829,2023-09-14,1126.86
1121,831,2024-09-10,2856.53
1122,831,2024-09-21,1629.01
1123,832,2025-01-22,4134.57
1124,833,2025-05-22,2153.48
1125,833,2025-06-06,564.42
1126,834,2023-11-28,738.11
1127,834,2023-11-17,531.2
1128,835,2024-04-11,45.95
1129,835,2024-04-21,354.06
1130,835,2024-03-07,0.43
1131,837,2025-06-27,7049.39
1132,838,2022-10-23,303.09
1133,839,2022-11-12,695.07
1134,840,2025-09-11,1100.67
1135,841,2024-01-07,1792.44
1136,842,2024-04-30,952.01
1137,843,2023-12-03,153.96
1138,843,2023-12-05,375.18
1139,844,2024-07-06,3242.32
1140,844,2024-07-17,1087.47
1141,845,2022-12-01,2089.43
1142,845,2022-11-18,285.27
1143,846,2025-09-22,274.12
1144,848,2023-10-08,1238.58
1145,849,2022-02-28,530.12
1146,853,2025-10-13,120.92
1147,853,2025-10-05,64.39
1148,854,2023-08-31,213.49
1149,855,2024-10-29,327.22
1150,856,2024-03-29,51.81
1151,856,2024-03-03,458.04
1152,858,2022-12-18,441.57
1153,859,2023-11-06,416.89
1154,860,2023-10-10,670.84
1155,860,2023-10-01,230.19
1156,861,2023-04-06,306.52
1157,861,2023-04-10,109.79
1158,861,2023-04-20,446.74
1159,862,2022-09-25,1636.47
1160,863,2023-12-07,217.86
1161,864,2025-03-17,2167.77
1162,865,2025-02-22,66.28
1163,865,2025-03-22,188.3
1164,866,2024-01-10,677.3
1165,867,2022-11-09,279.32
1166,869,2023-11-17,667.42
1167,870,2025-10-03,1396.23
1168,871,2023-01-21,175.99
1169,872,2024-03-16,150.7
1170,872,2024-03-09,107.61
1171,873,2024-10-10,340.95
1172,874,2025-02-20,1289.12
1173,875,2025-06-26,713.81
1174,876,2025-02-20,895.79
1175,877,2024-03-03,331.53
1176,878,2024-09-15,1880.59
1177,878,2024-09-17,671.05
1178,879,2023-04-06,110.93
1179,879,2023-04-24,642.04
1180,879,2023-04-04,400.96
1181,880,2025-03-15,692.78
1182,880,2025-03-24,1749.81
1183,881,2024-04-11,139.05
1184,881,2024-04-13,267.47
1185,882,2025-10-19,50.61
1186,882,2025-11-22,142.72
1187,882,2025-11-12,3.4
1188,883,2023-11-12,1467.89
1189,884,2024-08-23,3644.13
1190,884,2024-08-11,22262.9
1191,885,2025-01-15,2387.07
1192,886,2025-09-25,197.71
1193,887,2023-09-15,1054.85
1194,888,2025-04-09,436.62
1195,888,2025-04-27,582.57
1196,888,2025-04-25,360.8
1197,889,2023-01-17,412.82
1198,890,2023-04-06,4036.47
1199,891,2025-04-23,576.13
1200,893,2024-09-22,670.69
1201,894,2024-07-04,100.55
1202,895,2024-09-30,40.67
1203,895,2024-09-27,731.35
1204,896,2024-06-30,1258.01
1205,898,2022-09-20,269.99
1206,899,2021-03-08,1288.14
1207,900,2021-06-22,147.02
1208,900,2021-07-04,272.8
1209,901,2024-12-21,528.51
1210,901,2024-12-09,89.23
1211,902,2023-12-05,61.54
1212,902,2023-12-06,424.72
1213,903,2023-07-16,2206.41
1214,905,2024-09-22,1296.41
1215,905,2024-09-23,1365.36
1216,905,2024-10-01,186.58
1217,906,2025-01-15,1075.31
1218,907,2024-10-06,1807.76
1219,908,2025-05-22,2082.12
1220,909,2025-08-08,994.8
1221,911,2025-09-30,2222.07
1222,912,2023-12-23,2287.16
1223,915,2024-11-04,2892.38
1224,917,2025-03-06,402.0
1225,918,2025-01-26,289.77
1226,919,2025-02-05,1680.09
1227,920,2021-06-22,1611.84
1228,920,2021-06-30,74.42
1229,921,2022-06-27,10.89
1230,921,2022-07-28,12.4
1231,921,2022-06-19,40.66
1232,922,2022-11-25,495.06
1233,923,2024-12-24,1846.85
1234,924,2023-04-22,41.54
1235,924,2023-05-31,98.33
1236,924,2023-05-02,86.73
1237,925,2022-08-22,155.76
1238,925,2022-09-13,80.19
1239,925,2022-10-02,95.73
1240,927,2024-08-13,109.21
1241,928,2022-10-17,94.22
1242,929,2025-08-11,609.9
1243,930,2023-02-26,56.7
1244,930,2023-03-13,1618.06
1245,930,2023-03-12,2577.53
1246,932,2024-03-27,340.7
1247,933,2025-02-28,252.58
1248,933,2025-01-29,103.1
1249,934,2024-10-23,54.97
1250,934,2024-12-05,114.37
1251,934,2024-10-31,417.31
1252,935,2023-08-17,902.1
1253,935,2023-09-18,715.64
1254,936,2024-03-15,554.27
1255,936,2024-02-16,641.54
1256,937,2025-09-08,482.78
1257,938,2024-12-27,306.15
1258,938,2024-12-25,139.44
1259,939,2022-05-16,412.66
1260,940,2021-09-28,1974.94
1261,941,2022-02-28,73.64
1262,941,2022-03-03,303.33
1263,941,2022-03-22,206.98
1264,942,2022-10-26,591.28
1265,943,2022-08-22,482.03
1266,944,2024-06-03,1541.95
1267,945,2024-06-04,1281.06
1268,946,2022-09-03,2815.91
1269,947,2025-07-19,396.55
1270,948,2024-11-06,1172.78
1271,951,2022-05-28,755.12
1272,952,2022-03-24,1270.2
1273,953,2022-10-13,2521.62
1274,954,2022-09-29,3462.67
1275,956,2023-08-23,424.45
1276,956,2023-09-19,44.15
1277,956,2023-10-04,1604.79
1278,957,2025-08-30,5283.73
1279,958,2024-02-28,393.92
1280,959,2023-03-02,4139.39
1281,959,2023-03-14,3638.41
1282,960,2024-05-14,1804.35
1283,961,2023-08-15,1022.48
1284,962,2024-06-20,434.94
1285,963,2023-05-17,138.61
1286,963,2023-06-03,214.27
1287,963,2023-05-22,378.75
1288,964,2021-07-28,164.85
1289,964,2021-09-09,61.15
1290,965,2022-11-09,785.8
1291,965,2022-10-25,1198.35
1292,966,2023-09-08,606.92
1293,968,2023-11-16,4704.47
1294,969,2024-08-05,564.19
1295,970,2022-04-26,192.58
1296,971,2021-07-03,4931.08
1297,972,2025-01-04,501.24
1298,973,2025-01-31,238.3
1299,974,2024-10-19,858.74
1300,975,2025-08-25,541.85
1301,975,2025-08-17,1268.12
1302,976,2025-09-21,20.97
1303,976,2025-11-03,60.54
1304,976,2025-09-29,240.01
1305,977,2025-09-28,323.78
1306,978,2025-08-09,11999.75
1307,979,2023-03-16,117.37
1308,979,2023-03-24,189.31
1309,979,2023-03-20,55.85
1310,980,2022-02-13,528.38
1311,981,2024-05-12,546.26
1312,982,2022-07-06,499.85
1313,982,2022-06-25,275.4
1314,983,2024-12-15,1801.56
1315,984,2024-10-25,23.01
1316,984,2024-10-21,429.06
1317,985,2024-11-03,275.91
1318,985,2024-11-05,335.34
1319,987,2025-08-17,3094.58
1320,988,2025-02-10,421.9
1321,990,2025-02-13,2484.92
1322,991,2023-03-21,435.77
1323,992,2023-04-30,855.52
1324,992,2023-06-13,131.78
1325,993,2023-02-06,2155.37
1326,994,2025-03-30,608.07
1327,994,2025-03-20,3143.8
1328,995,2022-04-19,582.54
1329,996,2023-11-20,281.1
1330,997,2024-06-23,305.34
1331,998,2025-06-14,264.81
1332,999,2023-12-27,1453.23
1333,1000,2024-02-06,427.04
1334,1001,2025-05-02,376.21
1335,1002,2023-01-10,437.24
1336,1002,2022-12-09,350.97
1337,1005,2025-09-25,637.68
1338,1006,2021-02-12,165.77
1339,1006,2021-03-19,308.95
1340,1006,2021-03-28,510.4
1341,1008,2022-10-02,1212.73
1342,1009,2022-08-21,99.71
1343,1009,2022-08-11,307.42
1344,1010,2025-03-17,3039.2
1345,1010,2025-03-20,394.12
1346,1011,2025-09-26,546.01
1347,1012,2024-01-10,699.45
1348,1013,2024-10-15,522.54
1349,1013,2024-09-24,375.3
1350,1014,2023-12-14,657.54
1351,1016,2025-05-19,582.25
1352,1017,2024-04-25,124.53
1353,1017,2024-05-05,174.64
1354,1019,2023-10-21,362.81
1355,1019,2023-10-20,27.29
1356,1020,2024-03-01,332.38
1357,1022,2024-07-23,1309.88
1358,1023,2023-07-25,209.6
1359,1024,2024-02-01,360.87
1360,1024,2024-01-15,440.81
1361,1025,2025-05-13,480.49
1362,1025,2025-05-19,314.13
1363,1026,2021-12-13,892.98
1364,1026,2021-12-22,922.58
1365,1027,2023-10-05,37.85
1366,1027,2023-10-08,138.29
1367,1028,2025-01-30,1233.98
1368,1028,2025-01-20,1080.14
1369,1029,2025-08-06,3029.89
1370,1030,2024-07-03,1118.66
1371,1031,2023-06-16,159.75
1372,1031,2023-07-02,74.31
1373,1031,2023-07-08,514.39
1374,1032,2021-11-21,175.3
1375,1033,2025-09-11,407.59
1376,1033,2025-09-20,2182.16
1377,1034,2025-08-28,320.79
1378,1036,2025-05-05,214.58
1379,1036,2025-04-26,428.8
1380,1037,2022-12-20,50.89
1381,1037,2022-12-13,379.17
1382,1038,2023-01-01,599.02
1383,1038,2022-12-08,502.38
1384,1039,2021-09-03,160.18
1385,1039,2021-10-12,483.06
1386,1040,2021-11-21,1.18
1387,1040,2021-12-17,348.46
1388,1040,2022-01-10,886.43
1389,1041,2022-08-30,416.64
1390,1042,2025-06-20,946.88
1391,1042,2025-06-29,1848.6
1392,1042,2025-05-22,1712.42
1393,1043,2024-09-03,153.52
1394,1043,2024-08-22,257.73
1395,1044,2024-07-03,1770.74
1396,1045,2024-11-21,592.08
1397,1046,2023-12-04,399.82
1398,1046,2023-12-06,62.86
1399,1047,2022-07-18,366.93
1400,1047,2022-07-22,44.34
1401,1048,2023-07-24,192.11
1402,1049,2022-08-31,5011.73
1403,1050,2022-07-02,416.64
1404,1051,2022-07-10,176.01
1405,1052,2023-09-13,3150.43
1406,1053,2024-03-26,170.77
1407,1054,2024-09-22,880.72
1408,1055,2025-03-09,1025.96
1409,1056,2022-01-24,588.54
1410,1058,2023-11-02,1573.25
1411,1059,2023-07-29,135.9
1412,1060,2024-03-30,348.31
1413,1061,2024-03-12,36.81
1414,1061,2024-04-20,113.67
1415,1062,2024-04-09,98.59
1416,1063,2024-11-09,148.74
1417,1064,2022-11-15,77.65
1418,1064,2022-12-10,127.71
1419,1065,2024-12-15,247.87
1420,1065,2025-01-15,866.5
1421,1067,2024-02-05,99.9
1422,1067,2024-01-26,471.08
1423,1068,2023-06-30,3708.73
1424,1069,2025-06-28,2763.35
1425,1070,2025-05-16,94.98
1426,1070,2025-06-13,378.62
1427,1071,2023-02-28,1929.76
1428,1071,2023-04-06,85.88
1429,1072,2023-05-19,514.56
1430,1073,2025-05-19,2495.92
1431,1075,2025-06-16,216.48
1432,1075,2025-07-05,86.75
1433,1076,2025-04-10,578.12
1434,1077,2025-08-31,2846.42
1435,1078,2025-05-23,207.37
1436,1078,2025-05-05,1425.47
1437,1079,2025-03-27,670.76
1438,1080,2025-03-23,20.09
1439,1080,2025-04-05,151.75
1440,1081,2024-03-18,62.06
1441,1081,2024-03-20,25.95
1442,1082,2024-09-30,354.16
1443,1082,2024-10-14,252.58
1444,1083,2023-07-31,2230.69
1445,1084,2024-10-17,661.51
1446,1085,2022-06-30,763.63
1447,1087,2024-08-11,251.63
1448,1087,2024-09-06,57.57
1449,1088,2024-07-16,1767.12
1450,1089,2021-02-09,453.17
1451,1089,2021-02-13,266.51
1452,1090,2025-01-31,635.42
1453,1091,2025-06-01,320.71
1454,1091,2025-06-11,65.9
1455,1092,2023-05-25,18.2
1456,1092,2023-04-29,417.82
1457,1093,2024-05-06,392.44
1458,1093,2024-06-03,633.41
1459,1094,2022-01-19,639.99
1460,1095,2024-12-11,311.19
1461,1095,2024-12-28,672.57
1462,1095,2024-12-04,3.69
1463,1096,2022-07-27,1374.53
1464,1097,2023-09-22,1974.73
1465,1098,2022-09-10,1055.08
1466,1098,2022-09-21,273.58
1467,1098,2022-10-18,1659.11
1468,1099,2023-11-05,368.99
1469,1099,2023-12-19,505.06
1470,1099,2023-11-20,924.08
1471,1100,2023-09-06,217.71
1472,1100,2023-09-13,236.82
1473,1101,2024-06-20,1880.43
1474,1102,2023-06-18,992.83
1475,1103,2025-06-28,174.63
1476,1103,2025-07-03,230.92
1477,1103,2025-07-29,38.3
1478,1104,2025-04-10,741.12
1479,1105,2024-07-01,109.95
1480,1105,2024-07-30,45.17
1481,1105,2024-06-19,205.63
1482,1106,2024-08-29,1012.33
1483,1107,2025-04-27,1651.03
1484,1108,2025-02-09,1062.86
1485,1109,2025-02-22,2261.61
1486,1110,2025-06-18,50.83
1487,1110,2025-07-10,326.27
1488,1110,2025-06-12,26.69
1489,1111,2025-04-17,53.86
1490,1111,2025-05-05,411.71
1491,1112,2025-08-11,3085.59
1492,1113,2025-09-08,480.44
1493,1115,2025-01-18,751.4
1494,1115,2025-01-18,513.02
1495,1116,2021-03-25,231.9
1496,1116,2021-03-26,33.67
1497,1117,2025-07-06,1607.33
1498,1118,2025-09-17,199.38
1499,1120,2023-06-16,504.21
1500,1121,2021-06-22,370.98
1501,1121,2021-05-30,68.5
1502,1122,2023-03-26,512.4
1503,1122,2023-03-31,175.09
1504,1123,2024-06-12,165.19
1505,1123,2024-05-29,138.25
1506,1124,2024-11-07,2436.44
1507,1125,2025-09-25,207.73
1508,1125,2025-11-08,304.88
1509,1125,2025-09-25,71.71
1510,1126,2024-03-13,657.67
1511,1127,2025-07-20,1626.61
1512,1128,2024-02-23,179.92
1513,1128,2024-02-26,760.85
1514,1129,2024-07-10,267.22
1515,1130,2024-05-28,2400.93
1516,1132,2025-04-03,922.54
1517,1133,2022-02-19,444.32
1518,1133,2022-02-19,469.69
1519,1134,2025-09-20,256.4
1520,1135,2025-05-16,232.73
1521,1136,2023-09-04,67.09
1522,1136,2023-09-17,114.55
1523,1137,2023-10-17,575.55
1524,1138,2024-11-30,199.9
1525,1138,2024-12-01,10385.97
1526,1138,2024-12-12,967.44
1527,1139,2022-06-25,608.08
1528,1140,2023-11-24,51.57
1529,1140,2023-12-25,112.63
1530,1140,2023-11-24,27.06
1531,1141,2024-11-25,784.68
1532,1142,2022-12-02,321.79
1533,1143,2022-08-28,65.67
1534,1143,2022-09-07,83.57
1535,1144,2022-09-04,128.33
1536,1144,2022-09-07,114.3
1537,1145,2022-05-02,613.19
1538,1146,2025-03-05,2798.36
1539,1148,2024-09-21,356.32
1540,1148,2024-09-27,189.62
1541,1149,2023-11-13,31.64
1542,1149,2023-12-11,446.75
1543,1149,2023-12-05,458.39
1544,1150,2025-03-08,596.15
1545,1150,2025-03-25,598.42
1546,1151,2023-11-12,293.34
1547,1152,2023-03-04,165.74
1548,1153,2024-09-08,734.41
1549,1154,2024-09-29,8286.75
1550,1155,2023-07-15,196.8
1551,1155,2023-08-16,246.26
1552,1155,2023-07-23,80.69
1553,1156,2025-08-17,19.31
1554,1156,2025-07-20,51.34
1555,1157,2022-05-04,183.39
1556,1157,2022-06-10,294.67
1557,1157,2022-05-01,704.98
1558,1158,2023-02-10,355.94
1559,1158,2023-02-28,341.82
1560,1161,2023-05-13,491.2
1561,1162,2025-02-17,2104.05
1562,1162,2025-02-05,1715.32
1563,1163,2024-07-21,95.32
1564,1163,2024-07-18,207.03
1565,1164,2022-02-13,265.58
1566,1165,2022-12-16,69.87
1567,1166,2024-12-21,220.08
1568,1166,2025-01-22,1321.48
1569,1167,2023-09-25,462.26
1570,1168,2022-05-16,366.56
1571,1168,2022-04-29,3704.87
1572,1169,2021-06-09,882.51
1573,1170,2021-10-21,2215.66
1574,1171,2022-04-08,93.43
1575,1171,2022-03-30,259.92
1576,1172,2022-05-19,782.3
1577,1173,2021-02-26,441.48
1578,1174,2025-01-01,1090.54
1579,1174,2025-01-27,138.55
1580,1175,2024-03-19,384.95
1581,1175,2024-03-20,476.36
1582,1176,2024-07-20,310.27
1583,1177,2024-02-11,618.2
1584,1178,2023-11-18,371.25
1585,1180,2023-12-09,1587.22
1586,1181,2023-07-17,69.28
1587,1181,2023-07-25,426.32
1588,1183,2023-07-24,628.63
1589,1184,2025-06-20,348.76
1590,1186,2025-04-22,134.07
1591,1186,2025-04-25,442.2
1592,1188,2024-08-25,3096.69
1593,1189,2024-09-08,216.68
1594,1190,2025-05-15,1228.59
1595,1191,2023-07-23,2080.3
1596,1193,2025-06-16,1630.75
1597,1194,2023-10-16,901.28
1598,1195,2022-11-10,668.32
1599,1195,2022-10-24,77.1
1600,1196,2022-08-22,225.7
1601,1196,2022-08-21,226.1
1602,1197,2022-09-13,126.66
1603,1197,2022-10-27,139.17
1604,1197,2022-08-30,22.04
1605,1198,2023-02-19,393.09
1606,1198,2023-02-22,35.47
1607,1199,2024-12-07,271.98
1608,1200,2021-06-25,986.48
1609,1200,2021-08-07,104.86
1610,1200,2021-08-03,68.22
1611,1201,2024-06-28,187.11
1612,1202,2025-04-04,70.12
1613,1202,2025-03-19,147.54
1614,1203,2022-07-21,236.48
1615,1203,2022-07-27,3024.37
1616,1203,2022-07-25,836.83
1617,1204,2025-10-10,1977.39
1618,1205,2023-08-23,1755.01
1619,1206,2022-02-17,413.5
1620,1206,2022-03-03,94.02
1621,1206,2022-02-03,67.56
1622,1207,2022-06-01,26.04
1623,1207,2022-05-19,279.9
1624,1208,2025-03-31,300.87
1625,1208,2025-03-24,149.49
1626,1209,2025-01-17,1607.51
1627,1210,2024-03-26,1124.79
1628,1211,2022-11-01,808.08
1629,1211,2022-10-30,1554.26
1630,1212,2022-09-25,978.66
1631,1212,2022-10-03,187.61
1632,1213,2024-03-04,346.43
1633,1213,2024-03-10,122.72
1634,1213,2024-03-12,17.67
1635,1214,2022-07-23,1373.73
1636,1215,2021-12-14,632.55
1637,1215,2021-11-07,261.78
1638,1216,2022-03-01,335.15
1639,1217,2025-05-22,3490.05
1640,1218,2024-09-14,611.66
1641,1219,2025-09-01,286.66
1642,1220,2025-05-27,94.82
1643,1220,2025-06-14,123.83
1644,1221,2024-10-28,2056.04
1645,1221,2024-10-25,2196.59
1646,1222,2022-11-13,303.21
1647,1222,2022-12-22,205.06
1648,1222,2022-11-26,36.99
1649,1223,2022-09-24,364.08
1650,1223,2022-10-15,31.54
1651,1224,2023-05-23,102.93
1652,1224,2023-06-05,172.96
1653,1225,2023-08-10,3114.35
1654,1226,2025-05-03,229.43
1655,1226,2025-06-01,279.54
1656,1227,2021-06-22,2185.2
1657,1228,2024-04-23,421.45
1658,1228,2024-05-29,50.09
1659,1229,2023-01-21,450.67
1660,1230,2023-01-20,443.9
1661,1230,2023-01-17,867.15
1662,1231,2024-10-27,2358.82
1663,1232,2025-09-30,75.06
1664,1232,2025-10-17,228.16
1665,1233,2022-11-25,475.24
1666,1235,2024-03-13,1144.39
1667,1237,2025-01-08,277.17
1668,1238,2023-11-26,265.18
1669,1239,2025-01-17,136.75
1670,1239,2025-01-12,10.08
1671,1240,2022-04-07,926.63
1672,1241,2024-08-25,263.18
1673,1241,2024-09-19,143.4
1674,1242,2025-06-24,200.78
1675,1243,2024-12-30,358.39
1676,1244,2021-06-22,2235.82
1677,1244,2021-07-16,119.97
1678,1245,2024-11-23,220.96
1679,1246,2024-06-26,472.99
1680,1247,2024-12-15,1007.8
1681,1248,2025-03-21,727.39
1682,1249,2025-08-16,1938.71
1683,1250,2025-08-24,1415.22
1684,1250,2025-08-28,1402.31
1685,1251,2022-09-22,477.32
1686,1251,2022-09-06,17.06
1687,1252,2023-09-09,434.92
1688,1253,2022-12-29,2058.42
1689,1254,2023-02-04,666.23
1690,1255,2024-12-15,4991.29
1691,1257,2024-10-17,517.5
1692,1257,2024-10-29,39.95
1693,1258,2023-06-14,148.27
1694,1259,2023-06-25,330.17
1695,1259,2023-07-03,1.34
1696,1259,2023-07-06,3.03
1697,1260,2023-04-02,15.63
1698,1260,2023-04-21,1394.02
1699,1261,2025-07-06,1764.46
1700,1262,2022-08-12,278.89
1701,1263,2021-03-20,802.05
1702,1264,2021-08-30,17.15
1703,1264,2021-09-12,44.11
1704,1265,2025-09-26,1775.77
1705,1266,2022-11-14,1671.98
1706,1267,2023-05-24,261.61
1707,1267,2023-06-18,179.58
1708,1268,2023-08-03,1596.78
1709,1269,2023-05-08,675.2
1710,1270,2022-11-07,2793.04
1711,1271,2025-10-10,60.6
1712,1271,2025-11-17,5.24
1713,1271,2025-10-27,132.03
1714,1272,2023-03-15,2859.82
1715,1273,2023-11-02,4816.01
1716,1274,2025-06-16,119.56
1717,1275,2023-09-05,1338.63
1718,1276,2023-04-22,1692.66
1719,1277,2025-03-23,3132.8
1720,1278,2024-04-25,294.75
1721,1278,2024-04-27,184.4
1722,1279,2022-07-03,536.44
1723,1280,2023-07-10,528.34
1724,1281,2022-01-07,517.46
1725,1282,2022-02-27,423.32
1726,1282,2022-03-06,1310.92
1727,1282,2022-04-07,1225.87
1728,1283,2024-09-23,516.4
1729,1284,2024-01-29,116.29
1730,1284,2024-01-11,755.14
1731,1285,2024-05-23,491.65
1732,1286,2022-09-06,850.98
1733,1290,2025-03-07,147.17
1734,1290,2025-03-29,285.58
1735,1291,2024-04-02,1969.32
1736,1291,2024-04-20,621.94
1737,1292,2024-11-15,529.72
1738,1292,2024-11-13,38.99
1739,1293,2023-08-16,1898.0
1740,1293,2023-07-22,26.0
1741,1294,2023-11-04,541.23
1742,1294,2023-10-21,1866.81
1743,1295,2022-07-02,790.75
1744,1295,2022-06-14,1087.46
1745,1296,2022-01-21,263.51
1746,1297,2025-06-24,1163.76
1747,1299,2025-01-26,1364.76
1748,1300,2023-07-28,1376.02
1749,1300,2023-08-22,342.06
1750,1300,2023-09-14,1062.52
1751,1301,2024-06-17,717.48
1752,1301,2024-05-23,1275.29
1753,1302,2024-09-08,94.72
1754,1302,2024-10-16,895.05
