policy_id,period_month,earned_premium
241,2024-03,42.04
241,2024-04,42.04
241,2024-05,42.04
241,2024-06,42.04
241,2024-07,42.04
241,2024-08,42.04
241,2024-09,42.04
241,2024-10,42.04
241,2024-11,42.04
241,2024-12,42.04
241,2025-01,42.04
241,2025-02,42.04
241,2025-03,42.04
242,2021-04,54.61
242,2021-05,54.61
242,2021-06,54.61
242,2021-07,54.61
242,2021-08,54.61
242,2021-09,54.61
242,2021-10,54.61
242,2021-11,54.61
242,2021-12,54.61
242,2022-01,54.61
242,2022-02,54.61
242,2022-03,54.61
242,2022-04,54.61
242,2022-05,54.61
242,2022-06,54.61
242,2022-07,54.61
242,2022-08,54.61
242,2022-09,54.61
242,2022-10,54.61
242,2022-11,54.61
242,2022-12,54.61
242,2023-01,54.61
242,2023-02,54.61
242,2023-03,54.61
242,2023-04,54.61
242,2023-05,54.61
242,2023-06,54.61
242,2023-07,54.61
242,2023-08,54.61
242,2023-09,54.61
242,2023-10,54.61
242,2023-11,54.61
242,2023-12,54.61
242,2024-01,54.61
242,2024-02,54.61
242,2024-03,54.61
242,2024-04,54.61
242,2024-05,54.61
242,2024-06,54.61
242,2024-07,54.61
242,2024-08,54.61
242,2024-09,54.61
242,2024-10,54.61
242,2024-11,54.61
242,2024-12,54.61
242,2025-01,54.61
242,2025-02,54.61
242,2025-03,54.61
242,2025-04,54.61
242,2025-05,54.61
242,2025-06,54.61
242,2025-07,54.61
242,2025-08,54.61
242,2025-09,54.61
243,2022-05,31.98
243,2022-06,31.98
243,2022-07,31.98
243,2022-08,31.98
243,2022-09,31.98
243,2022-10,31.98
243,2022-11,31.98
243,2022-12,31.98
243,2023-01,31.98
243,2023-02,31.98
243,2023-03,31.98
243,2023-04,31.98
243,2023-05,31.98
243,2023-06,31.98
243,2023-07,31.98
243,2023-08,31.98
243,2023-09,31.98
243,2023-10,31.98
243,2023-11,31.98
243,2023-12,31.98
243,2024-01,31.98
243,2024-02,31.98
243,2024-03,31.98
243,2024-04,31.98
243,2024-05,31.98
243,2024-06,31.98
243,2024-07,31.98
243,2024-08,31.98
243,2024-09,31.98
243,2024-10,31.98
243,2024-11,31.98
243,2024-12,31.98
243,2025-01,31.98
243,2025-02,31.98
243,2025-03,31.98
243,2025-04,31.98
243,2025-05,31.98
243,2025-06,31.98
243,2025-07,31.98
243,2025-08,31.98
243,2025-09,31.98
244,2022-01,10.0
244,2022-02,10.0
244,2022-03,10.0
244,2022-04,10.0
244,2022-05,10.0
244,2022-06,10.0
244,2022-07,10.0
244,2022-08,10.0
244,2022-09,10.0
244,2022-10,10.0
244,2022-11,10.0
244,2022-12,10.0
244,2023-01,10.0
244,2023-02,10.0
244,2023-03,10.0
244,2023-04,10.0
244,2023-05,10.0
244,2023-06,10.0
244,2023-07,10.0
244,2023-08,10.0
244,2023-09,10.0
244,2023-10,10.0
244,2023-11,10.0
244,2023-12,10.0
244,2024-01,10.0
244,2024-02,10.0
244,2024-03,10.0
244,2024-04,10.0
244,2024-05,10.0
244,2024-06,10.0
244,2024-07,10.0
244,2024-08,10.0
244,2024-09,10.0
244,2024-10,10.0
244,2024-11,10.0
244,2024-12,10.0
244,2025-01,10.0
244,2025-02,10.0
244,2025-03,10.0
244,2025-04,10.0
244,2025-05,10.0
245,2024-12,34.72
245,2025-01,34.72
245,2025-02,34.72
245,2025-03,34.72
245,2025-04,34.72
245,2025-05,34.72
245,2025-06,34.72
245,2025-07,34.72
245,2025-08,34.72
245,2025-09,34.72
246,2025-05,29.65
246,2025-06,29.65
246,2025-07,29.65
246,2025-08,29.65
246,2025-09,29.65
247,2025-05,35.3
247,2025-06,35.3
247,2025-07,35.3
247,2025-08,35.3
247,2025-09,35.3
248,2021-12,32.69
248,2022-01,32.69
248,2022-02,32.69
248,2022-03,32.69
248,2022-04,32.69
248,2022-05,32.69
248,2022-06,32.69
248,2022-07,32.69
248,2022-08,32.69
248,2022-09,32.69
248,2022-10,32.69
248,2022-11,32.69
248,2022-12,32.69
248,2023-01,32.69
248,2023-02,32.69
248,2023-03,32.69
248,2023-04,32.69
248,2023-05,32.69
248,2023-06,32.69
248,2023-07,32.69
248,2023-08,32.69
248,2023-09,32.69
248,2023-10,32.69
248,2023-11,32.69
248,2023-12,32.69
248,2024-01,32.69
248,2024-02,32.69
248,2024-03,32.69
248,2024-04,32.69
248,2024-05,32.69
248,2024-06,32.69
248,2024-07,32.69
248,2024-08,32.69
248,2024-09,32.69
248,2024-10,32.69
248,2024-11,32.69
248,2024-12,32.69
248,2025-01,32.69
248,2025-02,32.69
248,2025-03,32.69
248,2025-04,32.69
248,2025-05,32.69
248,2025-06,32.69
248,2025-07,32.69
248,2025-08,32.69
248,2025-09,32.69
249,2021-08,28.35
249,2021-09,28.35
249,2021-10,28.35
249,2021-11,28.35
249,2021-12,28.35
249,2022-01,28.35
249,2022-02,28.35
249,2022-03,28.35
249,2022-04,28.35
249,2022-05,28.35
249,2022-06,28.35
249,2022-07,28.35
249,2022-08,28.35
249,2022-09,28.35
249,2022-10,28.35
249,2022-11,28.35
249,2022-12,28.35
249,2023-01,28.35
249,2023-02,28.35
250,2021-07,10.0
250,2021-08,10.0
250,2021-09,10.0
250,2021-10,10.0
250,2021-11,10.0
250,2021-12,10.0
250,2022-01,10.0
250,2022-02,10.0
250,2022-03,10.0
250,2022-04,10.0
250,2022-05,10.0
250,2022-06,10.0
250,2022-07,10.0
250,2022-08,10.0
250,2022-09,10.0
250,2022-10,10.0
250,2022-11,10.0
250,2022-12,10.0
250,2023-01,10.0
250,2023-02,10.0
250,2023-03,10.0
250,2023-04,10.0
250,2023-05,10.0
251,2024-05,33.14
251,2024-06,33.14
251,2024-07,33.14
251,2024-08,33.14
251,2024-09,33.14
251,2024-10,33.14
251,2024-11,33.14
251,2024-12,33.14
251,2025-01,33.14
251,2025-02,33.14
251,2025-03,33.14
251,2025-04,33.14
251,2025-05,33.14
251,2025-06,33.14
251,2025-07,33.14
251,2025-08,33.14
251,2025-09,33.14
252,2021-06,25.42
252,2021-07,25.42
252,2021-08,25.42
252,2021-09,25.42
252,2021-10,25.42
252,2021-11,25.42
252,2021-12,25.42
252,2022-01,25.42
252,2022-02,25.42
252,2022-03,25.42
252,2022-04,25.42
252,2022-05,25.42
252,2022-06,25.42
252,2022-07,25.42
252,2022-08,25.42
252,2022-09,25.42
252,2022-10,25.42
252,2022-11,25.42
252,2022-12,25.42
252,2023-01,25.42
252,2023-02,25.42
252,2023-03,25.42
252,2023-04,25.42
252,2023-05,25.42
252,2023-06,25.42
252,2023-07,25.42
252,2023-08,25.42
252,2023-09,25.42
252,2023-10,25.42
252,2023-11,25.42
252,2023-12,25.42
252,2024-01,25.42
252,2024-02,25.42
253,2021-09,33.31
253,2021-10,33.31
253,2021-11,33.31
253,2021-12,33.31
253,2022-01,33.31
253,2022-02,33.31
253,2022-03,33.31
253,2022-04,33.31
253,2022-05,33.31
253,2022-06,33.31
253,2022-07,33.31
253,2022-08,33.31
253,2022-09,33.31
253,2022-10,33.31
253,2022-11,33.31
253,2022-12,33.31
253,2023-01,33.31
254,2022-03,10.0
254,2022-04,10.0
254,2022-05,10.0
254,2022-06,10.0
254,2022-07,10.0
254,2022-08,10.0
254,2022-09,10.0
254,2022-10,10.0
254,2022-11,10.0
254,2022-12,10.0
254,2023-01,10.0
254,2023-02,10.0
254,2023-03,10.0
254,2023-04,10.0
254,2023-05,10.0
254,2023-06,10.0
254,2023-07,10.0
254,2023-08,10.0
254,2023-09,10.0
254,2023-10,10.0
254,2023-11,10.0
254,2023-12,10.0
254,2024-01,10.0
254,2024-02,10.0
254,2024-03,10.0
254,2024-04,10.0
254,2024-05,10.0
254,2024-06,10.0
254,2024-07,10.0
254,2024-08,10.0
254,2024-09,10.0
254,2024-10,10.0
254,2024-11,10.0
254,2024-12,10.0
254,2025-01,10.0
254,2025-02,10.0
254,2025-03,10.0
254,2025-04,10.0
254,2025-05,10.0
254,2025-06,10.0
254,2025-07,10.0
254,2025-08,10.0
254,2025-09,10.0
255,2022-07,6.67
255,2022-08,6.67
255,2022-09,6.67
255,2022-10,6.67
255,2022-11,6.67
255,2022-12,6.67
255,2023-01,6.67
255,2023-02,6.67
255,2023-03,6.67
255,2023-04,6.67
255,2023-05,6.67
255,2023-06,6.67
255,2023-07,6.67
255,2023-08,6.67
255,2023-09,6.67
255,2023-10,6.67
255,2023-11,6.67
255,2023-12,6.67
255,2024-01,6.67
255,2024-02,6.67
255,2024-03,6.67
255,2024-04,6.67
255,2024-05,6.67
255,2024-06,6.67
255,2024-07,6.67
255,2024-08,6.67
255,2024-09,6.67
255,2024-10,6.67
255,2024-11,6.67
255,2024-12,6.67
255,2025-01,6.67
255,2025-02,6.67
255,2025-03,6.67
255,2025-04,6.67
255,2025-05,6.67
255,2025-06,6.67
255,2025-07,6.67
255,2025-08,6.67
255,2025-09,6.67
256,2022-05,36.97
256,2022-06,36.97
256,2022-07,36.97
256,2022-08,36.97
256,2022-09,36.97
256,2022-10,36.97
256,2022-11,36.97
256,2022-12,36.97
256,2023-01,36.97
256,2023-02,36.97
256,2023-03,36.97
256,2023-04,36.97
256,2023-05,36.97
256,2023-06,36.97
256,2023-07,36.97
256,2023-08,36.97
256,2023-09,36.97
256,2023-10,36.97
256,2023-11,36.97
256,2023-12,36.97
256,2024-01,36.97
256,2024-02,36.97
256,2024-03,36.97
256,2024-04,36.97
256,2024-05,36.97
256,2024-06,36.97
256,2024-07,36.97
256,2024-08,36.97
257,2025-05,28.14
257,2025-06,28.14
257,2025-07,28.14
257,2025-08,28.14
257,2025-09,28.14
258,2024-11,16.67
258,2024-12,16.67
258,2025-01,16.67
258,2025-02,16.67
258,2025-03,16.67
258,2025-04,16.67
258,2025-05,16.67
258,2025-06,16.67
258,2025-07,16.67
258,2025-08,16.67
258,2025-09,16.67
259,2024-01,10.0
259,2024-02,10.0
259,2024-03,10.0
259,2024-04,10.0
259,2024-05,10.0
259,2024-06,10.0
259,2024-07,10.0
259,2024-08,10.0
259,2024-09,10.0
259,2024-10,10.0
259,2024-11,10.0
259,2024-12,10.0
259,2025-01,10.0
259,2025-02,10.0
259,2025-03,10.0
259,2025-04,10.0
259,2025-05,10.0
259,2025-06,10.0
259,2025-07,10.0
259,2025-08,10.0
259,2025-09,10.0
260,2023-02,31.18
260,2023-03,31.18
260,2023-04,31.18
260,2023-05,31.18
260,2023-06,31.18
260,2023-07,31.18
260,2023-08,31.18
260,2023-09,31.18
260,2023-10,31.18
260,2023-11,31.18
260,2023-12,31.18
260,2024-01,31.18
260,2024-02,31.18
260,2024-03,31.18
260,2024-04,31.18
260,2024-05,31.18
260,2024-06,31.18
260,2024-07,31.18
260,2024-08,31.18
260,2024-09,31.18
260,2024-10,31.18
260,2024-11,31.18
260,2024-12,31.18
260,2025-01,31.18
260,2025-02,31.18
260,2025-03,31.18
260,2025-04,31.18
260,2025-05,31.18
260,2025-06,31.18
260,2025-07,31.18
260,2025-08,31.18
260,2025-09,31.18
261,2024-04,10.0
261,2024-05,10.0
261,2024-06,10.0
261,2024-07,10.0
261,2024-08,10.0
261,2024-09,10.0
261,2024-10,10.0
261,2024-11,10.0
261,2024-12,10.0
261,2025-01,10.0
261,2025-02,10.0
261,2025-03,10.0
261,2025-04,10.0
261,2025-05,10.0
261,2025-06,10.0
261,2025-07,10.0
261,2025-08,10.0
261,2025-09,10.0
262,2021-06,31.06
262,2021-07,31.06
262,2021-08,31.06
262,2021-09,31.06
262,2021-10,31.06
262,2021-11,31.06
262,2021-12,31.06
262,2022-01,31.06
262,2022-02,31.06
262,2022-03,31.06
262,2022-04,31.06
262,2022-05,31.06
262,2022-06,31.06
262,2022-07,31.06
262,2022-08,31.06
262,2022-09,31.06
262,2022-10,31.06
262,2022-11,31.06
262,2022-12,31.06
262,2023-01,31.06
262,2023-02,31.06
262,2023-03,31.06
262,2023-04,31.06
262,2023-05,31.06
262,2023-06,31.06
262,2023-07,31.06
262,2023-08,31.06
262,2023-09,31.06
262,2023-10,31.06
262,2023-11,31.06
262,2023-12,31.06
262,2024-01,31.06
262,2024-02,31.06
262,2024-03,31.06
262,2024-04,31.06
262,2024-05,31.06
262,2024-06,31.06
262,2024-07,31.06
262,2024-08,31.06
262,2024-09,31.06
262,2024-10,31.06
262,2024-11,31.06
262,2024-12,31.06
262,2025-01,31.06
262,2025-02,31.06
262,2025-03,31.06
262,2025-04,31.06
262,2025-05,31.06
262,2025-06,31.06
262,2025-07,31.06
263,2023-02,27.7
263,2023-03,27.7
263,2023-04,27.7
263,2023-05,27.7
263,2023-06,27.7
263,2023-07,27.7
263,2023-08,27.7
263,2023-09,27.7
263,2023-10,27.7
263,2023-11,27.7
263,2023-12,27.7
263,2024-01,27.7
263,2024-02,27.7
263,2024-03,27.7
263,2024-04,27.7
263,2024-05,27.7
263,2024-06,27.7
263,2024-07,27.7
263,2024-08,27.7
263,2024-09,27.7
263,2024-10,27.7
263,2024-11,27.7
263,2024-12,27.7
263,2025-01,27.7
263,2025-02,27.7
263,2025-03,27.7
263,2025-04,27.7
263,2025-05,27.7
263,2025-06,27.7
263,2025-07,27.7
263,2025-08,27.7
263,2025-09,27.7
264,2021-02,30.26
264,2021-03,30.26
264,2021-04,30.26
264,2021-05,30.26
264,2021-06,30.26
264,2021-07,30.26
264,2021-08,30.26
264,2021-09,30.26
264,2021-10,30.26
264,2021-11,30.26
264,2021-12,30.26
264,2022-01,30.26
264,2022-02,30.26
264,2022-03,30.26
264,2022-04,30.26
264,2022-05,30.26
264,2022-06,30.26
264,2022-07,30.26
264,2022-08,30.26
264,2022-09,30.26
264,2022-10,30.26
264,2022-11,30.26
264,2022-12,30.26
264,2023-01,30.26
264,2023-02,30.26
264,2023-03,30.26
264,2023-04,30.26
264,2023-05,30.26
264,2023-06,30.26
264,2023-07,30.26
264,2023-08,30.26
264,2023-09,30.26
264,2023-10,30.26
264,2023-11,30.26
264,2023-12,30.26
265,2022-04,32.27
265,2022-05,32.27
265,2022-06,32.27
265,2022-07,32.27
265,2022-08,32.27
265,2022-09,32.27
265,2022-10,32.27
265,2022-11,32.27
265,2022-12,32.27
265,2023-01,32.27
265,2023-02,32.27
265,2023-03,32.27
265,2023-04,32.27
265,2023-05,32.27
265,2023-06,32.27
265,2023-07,32.27
265,2023-08,32.27
265,2023-09,32.27
265,2023-10,32.27
265,2023-11,32.27
265,2023-12,32.27
266,2021-08,34.09
266,2021-09,34.09
266,2021-10,34.09
266,2021-11,34.09
266,2021-12,34.09
266,2022-01,34.09
266,2022-02,34.09
266,2022-03,34.09
266,2022-04,34.09
266,2022-05,34.09
266,2022-06,34.09
266,2022-07,34.09
266,2022-08,34.09
266,2022-09,34.09
266,2022-10,34.09
266,2022-11,34.09
266,2022-12,34.09
266,2023-01,34.09
266,2023-02,34.09
266,2023-03,34.09
266,2023-04,34.09
266,2023-05,34.09
266,2023-06,34.09
266,2023-07,34.09
266,2023-08,34.09
266,2023-09,34.09
266,2023-10,34.09
266,2023-11,34.09
266,2023-12,34.09
266,2024-01,34.09
266,2024-02,34.09
266,2024-03,34.09
266,2024-04,34.09
266,2024-05,34.09
266,2024-06,34.09
266,2024-07,34.09
266,2024-08,34.09
266,2024-09,34.09
266,2024-10,34.09
266,2024-11,34.09
266,2024-12,34.09
266,2025-01,34.09
266,2025-02,34.09
266,2025-03,34.09
266,2025-04,34.09
266,2025-05,34.09
266,2025-06,34.09
266,2025-07,34.09
266,2025-08,34.09
266,2025-09,34.09
267,2023-08,37.33
267,2023-09,37.33
267,2023-10,37.33
267,2023-11,37.33
267,2023-12,37.33
267,2024-01,37.33
267,2024-02,37.33
267,2024-03,37.33
267,2024-04,37.33
267,2024-05,37.33
267,2024-06,37.33
267,2024-07,37.33
267,2024-08,37.33
267,2024-09,37.33
267,2024-10,37.33
267,2024-11,37.33
267,2024-12,37.33
267,2025-01,37.33
267,2025-02,37.33
267,2025-03,37.33
267,2025-04,37.33
267,2025-05,37.33
267,2025-06,37.33
267,2025-07,37.33
267,2025-08,37.33
267,2025-09,37.33
268,2025-04,46.59
268,2025-05,46.59
268,2025-06,46.59
268,2025-07,46.59
268,2025-08,46.59
268,2025-09,46.59
269,2022-03,32.5
269,2022-04,32.5
269,2022-05,32.5
269,2022-06,32.5
269,2022-07,32.5
269,2022-08,32.5
269,2022-09,32.5
269,2022-10,32.5
269,2022-11,32.5
269,2022-12,32.5
269,2023-01,32.5
269,2023-02,32.5
269,2023-03,32.5
269,2023-04,32.5
269,2023-05,32.5
269,2023-06,32.5
269,2023-07,32.5
269,2023-08,32.5
269,2023-09,32.5
269,2023-10,32.5
269,2023-11,32.5
270,2023-09,28.92
270,2023-10,28.92
270,2023-11,28.92
270,2023-12,28.92
270,2024-01,28.92
270,2024-02,28.92
270,2024-03,28.92
270,2024-04,28.92
270,2024-05,28.92
270,2024-06,28.92
270,2024-07,28.92
270,2024-08,28.92
270,2024-09,28.92
270,2024-10,28.92
270,2024-11,28.92
270,2024-12,28.92
270,2025-01,28.92
270,2025-02,28.92
270,2025-03,28.92
270,2025-04,28.92
270,2025-05,28.92
270,2025-06,28.92
270,2025-07,28.92
270,2025-08,28.92
270,2025-09,28.92
271,2023-08,28.0
271,2023-09,28.0
271,2023-10,28.0
271,2023-11,28.0
271,2023-12,28.0
271,2024-01,28.0
271,2024-02,28.0
271,2024-03,28.0
271,2024-04,28.0
271,2024-05,28.0
271,2024-06,28.0
271,2024-07,28.0
271,2024-08,28.0
271,2024-09,28.0
271,2024-10,28.0
271,2024-11,28.0
271,2024-12,28.0
271,2025-01,28.0
271,2025-02,28.0
271,2025-03,28.0
271,2025-04,28.0
271,2025-05,28.0
271,2025-06,28.0
271,2025-07,28.0
271,2025-08,28.0
271,2025-09,28.0
272,2021-02,45.53
272,2021-03,45.53
272,2021-04,45.53
272,2021-05,45.53
272,2021-06,45.53
272,2021-07,45.53
272,2021-08,45.53
272,2021-09,45.53
272,2021-10,45.53
272,2021-11,45.53
272,2021-12,45.53
272,2022-01,45.53
272,2022-02,45.53
272,2022-03,45.53
272,2022-04,45.53
272,2022-05,45.53
272,2022-06,45.53
272,2022-07,45.53
272,2022-08,45.53
272,2022-09,45.53
272,2022-10,45.53
272,2022-11,45.53
273,2021-01,3.33
273,2021-02,3.33
273,2021-03,3.33
273,2021-04,3.33
273,2021-05,3.33
273,2021-06,3.33
273,2021-07,3.33
273,2021-08,3.33
273,2021-09,3.33
273,2021-10,3.33
273,2021-11,3.33
273,2021-12,3.33
273,2022-01,3.33
273,2022-02,3.33
274,2021-02,35.14
274,2021-03,35.14
274,2021-04,35.14
274,2021-05,35.14
274,2021-06,35.14
274,2021-07,35.14
274,2021-08,35.14
274,2021-09,35.14
274,2021-10,35.14
274,2021-11,35.14
274,2021-12,35.14
274,2022-01,35.14
274,2022-02,35.14
274,2022-03,35.14
274,2022-04,35.14
274,2022-05,35.14
274,2022-06,35.14
274,2022-07,35.14
274,2022-08,35.14
274,2022-09,35.14
274,2022-10,35.14
274,2022-11,35.14
274,2022-12,35.14
274,2023-01,35.14
274,2023-02,35.14
274,2023-03,35.14
274,2023-04,35.14
274,2023-05,35.14
274,2023-06,35.14
274,2023-07,35.14
274,2023-08,35.14
274,2023-09,35.14
274,2023-10,35.14
274,2023-11,35.14
274,2023-12,35.14
274,2024-01,35.14
274,2024-02,35.14
274,2024-03,35.14
274,2024-04,35.14
274,2024-05,35.14
274,2024-06,35.14
274,2024-07,35.14
274,2024-08,35.14
274,2024-09,35.14
274,2024-10,35.14
274,2024-11,35.14
274,2024-12,35.14
274,2025-01,35.14
274,2025-02,35.14
274,2025-03,35.14
274,2025-04,35.14
274,2025-05,35.14
274,2025-06,35.14
274,2025-07,35.14
274,2025-08,35.14
274,2025-09,35.14
275,2021-12,27.38
275,2022-01,27.38
275,2022-02,27.38
275,2022-03,27.38
275,2022-04,27.38
275,2022-05,27.38
275,2022-06,27.38
275,2022-07,27.38
275,2022-08,27.38
275,2022-09,27.38
275,2022-10,27.38
275,2022-11,27.38
275,2022-12,27.38
275,2023-01,27.38
275,2023-02,27.38
275,2023-03,27.38
275,2023-04,27.38
275,2023-05,27.38
275,2023-06,27.38
275,2023-07,27.38
275,2023-08,27.38
275,2023-09,27.38
275,2023-10,27.38
275,2023-11,27.38
275,2023-12,27.38
275,2024-01,27.38
275,2024-02,27.38
275,2024-03,27.38
275,2024-04,27.38
275,2024-05,27.38
275,2024-06,27.38
275,2024-07,27.38
275,2024-08,27.38
275,2024-09,27.38
275,2024-10,27.38
275,2024-11,27.38
275,2024-12,27.38
275,2025-01,27.38
275,2025-02,27.38
276,2024-07,28.45
276,2024-08,28.45
276,2024-09,28.45
276,2024-10,28.45
276,2024-11,28.45
276,2024-12,28.45
276,2025-01,28.45
276,2025-02,28.45
276,2025-03,28.45
276,2025-04,28.45
276,2025-05,28.45
276,2025-06,28.45
276,2025-07,28.45
276,2025-08,28.45
276,2025-09,28.45
277,2021-06,27.11
277,2021-07,27.11
277,2021-08,27.11
277,2021-09,27.11
277,2021-10,27.11
277,2021-11,27.11
277,2021-12,27.11
277,2022-01,27.11
277,2022-02,27.11
277,2022-03,27.11
277,2022-04,27.11
277,2022-05,27.11
277,2022-06,27.11
277,2022-07,27.11
277,2022-08,27.11
277,2022-09,27.11
277,2022-10,27.11
277,2022-11,27.11
277,2022-12,27.11
277,2023-01,27.11
277,2023-02,27.11
277,2023-03,27.11
277,2023-04,27.11
277,2023-05,27.11
277,2023-06,27.11
277,2023-07,27.11
277,2023-08,27.11
277,2023-09,27.11
277,2023-10,27.11
277,2023-11,27.11
277,2023-12,27.11
277,2024-01,27.11
277,2024-02,27.11
277,2024-03,27.11
277,2024-04,27.11
277,2024-05,27.11
277,2024-06,27.11
277,2024-07,27.11
277,2024-08,27.11
277,2024-09,27.11
277,2024-10,27.11
278,2025-01,33.08
278,2025-02,33.08
278,2025-03,33.08
278,2025-04,33.08
278,2025-05,33.08
278,2025-06,33.08
278,2025-07,33.08
278,2025-08,33.08
278,2025-09,33.08
279,2023-06,30.49
279,2023-07,30.49
279,2023-08,30.49
279,2023-09,30.49
279,2023-10,30.49
279,2023-11,30.49
279,2023-12,30.49
279,2024-01,30.49
279,2024-02,30.49
279,2024-03,30.49
279,2024-04,30.49
279,2024-05,30.49
279,2024-06,30.49
279,2024-07,30.49
279,2024-08,30.49
279,2024-09,30.49
279,2024-10,30.49
279,2024-11,30.49
279,2024-12,30.49
279,2025-01,30.49
279,2025-02,30.49
279,2025-03,30.49
279,2025-04,30.49
279,2025-05,30.49
279,2025-06,30.49
279,2025-07,30.49
279,2025-08,30.49
280,2021-10,31.32
280,2021-11,31.32
280,2021-12,31.32
280,2022-01,31.32
280,2022-02,31.32
280,2022-03,31.32
280,2022-04,31.32
280,2022-05,31.32
280,2022-06,31.32
280,2022-07,31.32
280,2022-08,31.32
280,2022-09,31.32
280,2022-10,31.32
280,2022-11,31.32
280,2022-12,31.32
280,2023-01,31.32
280,2023-02,31.32
280,2023-03,31.32
280,2023-04,31.32
280,2023-05,31.32
280,2023-06,31.32
280,2023-07,31.32
280,2023-08,31.32
280,2023-09,31.32
280,2023-10,31.32
280,2023-11,31.32
280,2023-12,31.32
280,2024-01,31.32
280,2024-02,31.32
280,2024-03,31.32
280,2024-04,31.32
280,2024-05,31.32
280,2024-06,31.32
281,2025-06,31.96
281,2025-07,31.96
281,2025-08,31.96
281,2025-09,31.96
282,2023-02,30.11
282,2023-03,30.11
282,2023-04,30.11
282,2023-05,30.11
282,2023-06,30.11
282,2023-07,30.11
282,2023-08,30.11
282,2023-09,30.11
282,2023-10,30.11
282,2023-11,30.11
282,2023-12,30.11
282,2024-01,30.11
282,2024-02,30.11
282,2024-03,30.11
282,2024-04,30.11
282,2024-05,30.11
282,2024-06,30.11
282,2024-07,30.11
282,2024-08,30.11
282,2024-09,30.11
282,2024-10,30.11
282,2024-11,30.11
282,2024-12,30.11
282,2025-01,30.11
282,2025-02,30.11
282,2025-03,30.11
282,2025-04,30.11
282,2025-05,30.11
283,2021-02,28.89
283,2021-03,28.89
283,2021-04,28.89
283,2021-05,28.89
283,2021-06,28.89
283,2021-07,28.89
283,2021-08,28.89
283,2021-09,28.89
283,2021-10,28.89
283,2021-11,28.89
283,2021-12,28.89
283,2022-01,28.89
283,2022-02,28.89
283,2022-03,28.89
283,2022-04,28.89
283,2022-05,28.89
283,2022-06,28.89
283,2022-07,28.89
283,2022-08,28.89
283,2022-09,28.89
283,2022-10,28.89
284,2023-06,31.22
284,2023-07,31.22
284,2023-08,31.22
284,2023-09,31.22
284,2023-10,31.22
284,2023-11,31.22
284,2023-12,31.22
284,2024-01,31.22
284,2024-02,31.22
284,2024-03,31.22
284,2024-04,31.22
284,2024-05,31.22
284,2024-06,31.22
284,2024-07,31.22
284,2024-08,31.22
284,2024-09,31.22
284,2024-10,31.22
284,2024-11,31.22
284,2024-12,31.22
284,2025-01,31.22
284,2025-02,31.22
284,2025-03,31.22
284,2025-04,31.22
284,2025-05,31.22
284,2025-06,31.22
284,2025-07,31.22
284,2025-08,31.22
284,2025-09,31.22
285,2023-03,48.62
285,2023-04,48.62
285,2023-05,48.62
285,2023-06,48.62
285,2023-07,48.62
285,2023-08,48.62
285,2023-09,48.62
285,2023-10,48.62
285,2023-11,48.62
285,2023-12,48.62
285,2024-01,48.62
285,2024-02,48.62
285,2024-03,48.62
285,2024-04,48.62
285,2024-05,48.62
285,2024-06,48.62
285,2024-07,48.62
285,2024-08,48.62
285,2024-09,48.62
285,2024-10,48.62
285,2024-11,48.62
285,2024-12,48.62
285,2025-01,48.62
285,2025-02,48.62
285,2025-03,48.62
285,2025-04,48.62
285,2025-05,48.62
285,2025-06,48.62
285,2025-07,48.62
285,2025-08,48.62
285,2025-09,48.62
286,2023-11,10.0
286,2023-12,10.0
286,2024-01,10.0
286,2024-02,10.0
286,2024-03,10.0
286,2024-04,10.0
286,2024-05,10.0
286,2024-06,10.0
286,2024-07,10.0
286,2024-08,10.0
286,2024-09,10.0
286,2024-10,10.0
286,2024-11,10.0
286,2024-12,10.0
286,2025-01,10.0
286,2025-02,10.0
286,2025-03,10.0
286,2025-04,10.0
286,2025-05,10.0
286,2025-06,10.0
286,2025-07,10.0
286,2025-08,10.0
286,2025-09,10.0
287,2025-05,10.0
287,2025-06,10.0
287,2025-07,10.0
287,2025-08,10.0
287,2025-09,10.0
288,2023-06,30.2
288,2023-07,30.2
288,2023-08,30.2
288,2023-09,30.2
288,2023-10,30.2
288,2023-11,30.2
288,2023-12,30.2
288,2024-01,30.2
289,2025-09,28.59
290,2022-11,10.0
290,2022-12,10.0
290,2023-01,10.0
290,2023-02,10.0
290,2023-03,10.0
290,2023-04,10.0
290,2023-05,10.0
290,2023-06,10.0
290,2023-07,10.0
290,2023-08,10.0
290,2023-09,10.0
290,2023-10,10.0
290,2023-11,10.0
290,2023-12,10.0
290,2024-01,10.0
290,2024-02,10.0
290,2024-03,10.0
290,2024-04,10.0
290,2024-05,10.0
290,2024-06,10.0
290,2024-07,10.0
290,2024-08,10.0
290,2024-09,10.0
290,2024-10,10.0
290,2024-11,10.0
290,2024-12,10.0
290,2025-01,10.0
290,2025-02,10.0
290,2025-03,10.0
290,2025-04,10.0
290,2025-05,10.0
290,2025-06,10.0
290,2025-07,10.0
290,2025-08,10.0
290,2025-09,10.0
291,2025-01,26.98
291,2025-02,26.98
291,2025-03,26.98
291,2025-04,26.98
291,2025-05,26.98
291,2025-06,26.98
291,2025-07,26.98
291,2025-08,26.98
291,2025-09,26.98
292,2020-12,28.28
292,2021-01,28.28
292,2021-02,28.28
292,2021-03,28.28
292,2021-04,28.28
292,2021-05,28.28
292,2021-06,28.28
292,2021-07,28.28
292,2021-08,28.28
